ID_investigadores,grado_rec,categoria,institucion_estudio,pais_rec,ofos4,ofos1_rec,ambito_trabajo,institución_trabaja,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
120268,"Químico Laboratorista,Máster en Ciencias y Tecnología","1,3",,#N/A,"Chemistry,Interdisciplinary Geosciences not elsewhere classified","4,4",1,Universidad Católica de Temuco,Profesor Titular,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120269,Doctor en Ingeniería Biológica y Agrícola,4,,#N/A,Biology,4,1,Universidad de Concepción,Profesor,Facultad de Ingeniería Agrícola,Departamento de Recursos Hídricos,Concepción,7,8,,,,,
120270,"Biólogo Marino,Máster en Gestión Ambiental","1,3","Universidad católica del Norte,Universidad católica del Norte","ch,ch","Biology,Environmental Engineering","4,3",1,Universidad Católica del Norte,Profesor,Facultad de Ciencias del Mar,Escuela de Prevención de Riesgo y Medio Ambiente,Antofagasta,10,2,,,,,
120271,"Máster en Gestión Ambiental,Bachiller en Ciencias Agrícolas,Doctor en Dinámicas de Innovación en Pequeñas y Medianas Empresas","3,1,4","Wageningen University,Universidad de Chile,University of Oxford","ho,ch,uk","Environmental Engineering,Cultivation of Land, Horticulture,Economics","3,1,2",1,Commonwealth Scientific and Industrial Research Organisation,Director Ejecutivo,#s.i.,#s.i.,Santiago,1,14,,,,,
120272,Ingeniero Forestal,1,Universidad de Chile,ch,Forestry and Wood Industry,1,1,Universidad de Chile,Profesor,Facultad de Ciencias Forestales y de la Conservación de la Naturaleza,Departamento Gestión Forestal y su Medio Ambiente,Santiago,1,14,,,,,
120273,Ingeniero Agrónomo,1,Universidad Arturo Prat,ch,"Cultivation of Land, Horticulture",1,1,Universidad Arturo Prat,Investigadora,Centro de Investigación y Desarrollo en Recursos Hídricos,#s.i.,Iquique,12,1,,,,,
120274,"Ingeniero Forestal,Doctor en Recursos Naturales","1,4","Universidad Austral de Chile,Universidad Albert Ludwig, Freiburg im Breisgau","ch,al","Forestry and Wood Industry,Agriculture and Forestry, Fishery not elsewhere classified","1,1",1,Universidad Austral de Chile,Académico,Facultad de Ciencias Forestales y Recursos Naturales,Escuela Ingeniería Forestal,Valdivia,17,10,,,,,
120275,"Ingeniero Forestal,Máster en Manejo y Silvicultura de Bosques Naturales","1,3","Universidad de Concepción,Centro Agronómico Tropical de Investigación y Enseñanza","ch,cos","Forestry and Wood Industry,Forestry and Wood Industry","1,1",1,Universidad de Talca,Profesor Titular,Facultad de Ingeniería Forestal,Departamento de Producción forestal,Talca,5,7,,,,,
120276,"Máster en Ingeniería Mecánica,Ingeniero Civil Aeroespacial,Doctor en Ciencias Físicas","3,1,4","Universidad de Concepción,Universidad de Concepción,Universidad de Concepción","ch,ch,ch","Mechanical Engineering,Mechanical Engineering,Physics, Astronomy","3,3,4",1,Universidad de Concepción,Profesor,Facultad de Ingeniería,Departamento de Ingeniería Mecánica,Concepción,7,8,,,,,
120277,"Ingeniero Civil en Obras Civiles,Doctor en Ciencias Físicas","1,4","Universidad de Santiago de Chile,Pontificia Universidad Católica de Valparaíso","ch,ch","Civil Engineering,Physics, Astronomy","3,4",1,Universidad Diego Portales,Académico,Facultad de Ingeniería,Escuela de Ingeniería en Obras Civiles,Santiago,1,14,,,,,
120278,"Máster en Economía y Ciencias Sociales,Ingeniero Comercial,Licenciado en Economía,Doctor en Economía","3,1,1,4","University of Cambridge,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,University of Cambridge","uk,ch,ch,uk","Economics,Economics,Economics,Economics","2,2,2,2",1,Universidad de Chile,Profesor Adjunto,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Industrial,Santiago,1,14,,,,,
120279,"Licenciado en Ciencias de la Ingeniería,Ingeniero Civil en Obras Civiles","1,1","Universidad de Santiago de Chile,Universidad de Santiago de Chile","ch,ch","--,Civil Engineering","3,3",1,Universidad de Santiago de Chile,Profesor Instructor / Jefe Carrera de Ingeniería Civil en Obras Civiles,Facultad de Ingeniería,Departamento de Ingeniería en Obras Civiles,Santiago,1,14,,,,,
120280,"Ingeniero Agrónomo,Máster en Ciencias","1,3",Universidad de Chile,ch,"Cultivation of Land, Horticulture,--","1,4",1,Universidad de Chile,Académico,Facultad de Ciencias Agronómicas,#s.i.,Santiago,1,14,,,,,
120281,"Licenciado en Ciencias,Doctor en Ciencias","1,4","Universidad de Chile,Universidad de Chile","ch,ch","--,--","4,4",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Químicas y Farmacéuticas,#s.i.,Santiago,1,14,,,,,
120282,"Ingeniero Pesquero,Máster en Conservación y Gestión del Medio Natural","1,3","Universidad Católica de Valparaíso,Universidad de Andalucía","ch,es","Agriculture and Forestry, Fishery not elsewhere classified,Environmental Engineering","1,3",1,Universidad Católica de la Santísima Concepción,Profesor Titular,Facultad de Ingeniería,#s.i.,Concepción,7,8,,,,,
120283,"Diplomado en Sistemas de Información Geográfica y Percepción remota,Licenciado en Recursos Naturales,Máster en Planificación y Gestión Territorial","2,1,3",,#N/A,"Human Geography, Regional Geography, Regional Planning,Agriculture and Forestry, Fishery not elsewhere classified,Human Geography, Regional Geography, Regional Planning","2,1,2",1,Universidad Católica de Temuco,Académico,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120284,"Biólogo Marino,Máster en Ciencias del Mar y Limniología","1,3",,#N/A,"Biology,Hydrology","4,4",1,Centro de Estudios del Cuaternario Fuego-Patagonia y Antártica,Directora Ejecutiva,#s.i.,#s.i.,Punta Arenas,19,13,,,,,
120285,"Ingeniero Civil Químico,Doctor en Ciencias Ambientales","1,4",Universidad de Concepción,ch,"Chemical Process Engineering,Environmental Engineering","3,3",1,Universidad de Concepción,Investigador,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,,,,,
120286,"Biólogo en Gestión de Recursos Naturales,Máster en Planificación y Gestión Territorial","1,3",Universidad Católica de Temuco,ch,"Biology,Human Geography, Regional Geography, Regional Planning","4,2",1,Universidad Católica de Temuco,Profesor,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,#s.i.,#N/A,9,,,,,
120287,"Profesor en Ciencias Naturales y Química,Máster en Educación: mención Educación Ambiental","1,3",,#N/A,"Chemistry,Educational Sciences","4,2",1,Universidad Católica de Temuco,Profesor,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120288,"Doctor en Estudios de las Sociedades Latinoamericanas: mención Economía,Sociólogo,Máster en Ciencias Sociales","4,1,3","Universidad de Artes y Ciencias Sociales ARCIS,Universidad Academia de Humanismo Cristiano","ch,ch","Economics,Sociology,Sociology","2,2,2",1,Universidad Academia de Humanismo Cristiano,Director de Escuela de Sociología,Facultad de Ciencias Sociales,Escuela de Sociología,Santiago,1,14,,,,,
120289,"Diplomado en Medio Ambiente,Licenciado en Geografía,Máster en Climatología","2,1,3","Universidad de Talca,Universidad de Chile","ch,ch","Environmental Engineering,Human Geography, Regional Geography, Regional Planning,Meteorology, Climatology","3,2,4",1,Universidad de Talca,Profesor Titular,Facultad de Ciencias Agrarias,Departamento de Producción Agrícola,Talca,5,7,,,,,
120290,"Máster en Ciencias de la Ingeniería,Ingeniero Civil Metalurgista,Doctor en Ingeniería en Metalurgia","3,1,4","Universidad de Concepción,Universidad de Santiago de Chile,Universidad de Concepción","ch,ch,ch","--,Metallurgy,Metallurgy","3,3,3",1,Universidad de Santiago de Chile,Académico,Facultad de Ingeniería,Departamento de Ingeniería Metalúrgica,Santiago,1,14,,,,,
120291,Máster en Pedagogía Aplicada a la Educación Superior,3,,#N/A,Educational Sciences,2,1,Universidad Tecnológica de Chile Inacap,Docente,Área de Informática y Telecomunicaciones,#s.i.,Iquique,12,1,,,,,
120292,"Máster en Ingeniería,Ingeniero Forestal,Doctor en Ciencias de la Ingeniería","3,1,4","Pontificia Universidad Católica de Chile,Universidad de Chile,Pontificia Universidad Católica de Chile","ch,ch,ch","--,Forestry and Wood Industry,--","3,1,3",1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,,,,,
120293,"Ingeniero en Conservación de Recursos Naturales,Máster en Ciencias: mención Recursos Hídricos","1,3","Universidad Austral de Chile,Universidad Austral de Chile","ch,ch","Agriculture and Forestry, Fishery not elsewhere classified,Hydrology","1,4",1,Pontificia Universidad Católica de Valparaíso,Académico,Facultad de Ciencias del Mar y Geografía,#s.i.,Valparaíso,6,5,,,,,
120294,Ingeniero Civil Químico,1,Universidad de Concepción,ch,Chemical Process Engineering,3,1,Universidad del Bío Bío,Académico Asistente B,Facultad de Ingeniería,Departamento de Ingeniería Civil y Ambiental,Concepción,7,8,,,,,
120295,"Arquitecto,Máster en Desarrollo Urbano","1,3","Universidad de Chile,Pontificia Universidad Católica de Chile","ch,ch","Architecture,Human Geography, Regional Geography, Regional Planning","3,2",1,Universidad de Chile,Profesor Asistente,Facultad de Arquitectura y Urbanismo,Escuela de Arquitectura,Santiago,1,14,,,,,
120296,"Profesor en Ciencias Naturales y Biología,Máster en Ciencias Biológicas: mención Ecología de Zonas Áridas","1,3","Universidad de La Serena,Universidad de La Serena","ch,ch","Biology,Biology","4,4",1,Universidad Católica de Temuco,Director,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,,,,,
120297,Ingeniero Civil,1,,#N/A,Civil Engineering,3,1,Universidad de Valparaíso,Investigador Asistente,Facultad de Ingeniería,Escuela de Ingeniería,Valparaíso,6,5,,,,,
120298,"Ingeniero Civil Químico,Máster en Ingeniería Química","1,3","Pontificia Universidad Católica de Valparaíso,Politécnico de Torino","ch,ita","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Pontificia Universidad Católica de Chile,Coordinador Sector Alimentos,Centro de Innovación UC,Vinculación Universidad-Empresa,Santiago,1,14,,,,,
120299,"Geógrafa,Licenciada en Geografía,Doctora en Arquitectura y Estudios Urbanos","1,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile","ch,ch,ch","Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Architecture","2,2,3",1,Universidad Academia de Humanismo Cristiano,Académico,"Facultad de Estado, Economía y Gestión",Escuela de Gobierno y Gestión Pública,Santiago,1,14,,,,,
120300,"Ingeniero Civil Químico,Máster en Ciencias en Ingeniería Química","1,3","Universidad de Chile,Loughborough University","ch,uk","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Mecánica,Santiago,1,14,,,,,
120301,"Master of Arts,Abogado,Licenciado en Ciencias Jurídicas y Sociales,Master en Derecho","3,1,1,3","University of Notre Dame,Universidad de Chile,Universidad de Chile,Leiden University","usa,ch,ch,ho","--,Law,Law,Law","6,2,2,2",1,Universidad del Desarrollo,Director de Postgrado,Facultad de Derecho,#s.i.,Santiago,1,14,,,,,
120302,"Ingeniero Civil en Metalurgia,Máster en Marketing y Gestión Comercial","1,3","Universidad de Santiago de Chile,Escuela de estudios superiores y postgrado en Madrid","ch,es","Metallurgy,Economics","3,2",1,Universidad de Los Andes,#s.i.,Facultad de Ingeniería y Ciencias Aplicadas,#s.i.,Santiago,1,14,,,,,
120303,"Ingeniero Civil,Doctor en Ingeniería Civil","1,4","Universidad de Chile,University of British Columbia","ch,ca","Civil Engineering,Civil Engineering","3,3",1,Universidad de Chile,Profesor Asistente,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120304,"Ingeniero Civil,Máster en Gestión Ambiental","1,3","Universidad del Bío Bío,Universidad del Desarrollo","ch,ch","Civil Engineering,Environmental Engineering","3,3",1,Universidad del Bío Bío,Docente,Facultad de Ingeniería,Departamento de Ingeniería Civil y Ambiental,Concepción,7,8,,,,,
120305,"Ingeniero Civil,Máster en Planificación Urbana y Territorial","1,3","Universidad de Concepción,Universidad Politécnica de Madrid","ch,es","Civil Engineering,Human Geography, Regional Geography, Regional Planning","3,2",1,Universidad del Desarrollo,Profesor Titular,Facultad de Arquitectura y Arte,Departamento de Desarrollo Urbano e Infraestructuras,Concepción,7,14,,,,,
120306,"Profesor en Historia y Geografía,Máster en Desarrollo Rural","1,3","Universidad de Chile,Universidad Central","ch,ve","History, Archaeology,Human Geography, Regional Geography, Regional Planning","6,2",1,Universidad de Chile,Profesor Adjunto,Facultad de Ciencias Agronómicas,Departamento de Ciencias Ambientales y Recursos Renovables Naturales,Santiago,1,14,,,,,
120307,"Máster en Ciencias Atmosféricas,Ingeniero Químico,Doctor en Ciencias Atmosféricas","3,1,4","Universidad de Chile,Universidad de Chile,Massachusetts Institute of Technology","ch,ch,usa","Meteorology, Climatology,Chemical Process Engineering,Meteorology, Climatology","4,3,4",1,Universidad de Chile,Investigador Principal,Centro de Ciencia del Clima y la Resiliencia,#s.i.,Santiago,1,14,,,,,
120308,"Máster en Política y Administración de Recursos Naturales,Ingeniero Forestal,Doctor en Recursos Naturales y Economía Ambiental","3,1,4","North Carolina State University,Universidad de Chile,North Carolina State University","usa,ch,usa","Political Science,Forestry and Wood Industry,Economics","2,1,2",1,Pontificia Universidad Católica de Chile,Profesor Asistente,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,,,,,
120309,"Postgrado en comercialización,Máster en Administración de Empresas","5,3","Universidad Adolfo Ibáñez,Universidad de Chile","ch,ch","Economics,Economics","2,2",1,Universidad de Chile,Instructor Adjunto,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Industrial,Santiago,1,14,,,,,
120310,"Máster en Ciencia: mención Biología e Ingeniería Ambiental,Ingeniero Acuícola,Doctor en Biología e Ingeniería Ambiental","3,1,4","Cornell University,Universidad Católica del Norte,Cornell University","usa,ch,usa","Biology,Agriculture and Forestry, Fishery not elsewhere classified,Biology","4,1,4",1,Pontificia Universidad Católica de Chile,Profesor Asistente Adjunto,Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental,Santiago,1,14,,,,,
120311,"Diplomado en Análisis de Datos Multivariable,Diplomado en Gestión y Evaluación de Impacto Ambiental,Diplomado en Políticas Públicas en Medio Ambiente, Energía y Desarrollo Sustentable,Bachiller en Ciencias Políticas y Sociales,Sociólogo,Máster en Medio Ambiente","2,2,2,1,1,3","Universidad de Chile,Universidad Politécnica de Madrid,Universidad Miguel de Cervantes,Universidad Alberto Hurtado,Universidad Alberto Hurtado,University of Melbourne","ch,es,ch,ch,ch,aus","Mathematics,Economics,Political Science,Political Science,Sociology,Environmental Engineering","4,2,2,2,2,3",1,Universidad Central,Docente,Facultad de Ciencias Sociales,#s.i.,La Serena,4,4,,,,,
120312,Ingeniero Civil Matemático: mención Análisis Computacional en Estructuras,1,Universidad Técnica Federico Santa María,ch,Mathematics,4,1,Universidad de Valparaíso,Profesor,Facultad de Ingeniería,Escuela de Ingeniería Civil,Valparaíso,6,5,,,,,
120313,"Licenciado en Geografía,Geógrafo","1,1","Universidad de Chile,Universidad de Chile","ch,ch","Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","2,2",1,Universidad Metropolitana de Ciencias de la Educación,Director,Facultad de Historia,#s.i.,Santiago,1,14,,,,,
120314,Ingeniero Agrónomo,1,Universidad de Chile,ch,"Cultivation of Land, Horticulture",1,1,Instituto de Ecología y Biodiversidad,Profesional Asociado,#s.i.,#s.i.,Santiago,1,14,,,,,
120315,"Ingeniero Civil,Doctor en Ingeniería Civil","1,4",,#N/A,"Civil Engineering,Civil Engineering","3,3",1,Universidad Diego Portales,#s.i.,Facultad de Ingeniería,Escuela de Ingeniería en Obras Civiles,Santiago,1,14,,,,,
120316,Ingeniero Agrónomo,1,,#N/A,"Cultivation of Land, Horticulture",1,1,Universidad de La Serena,Miembro de Equipo,Laboratorio de Prospección y Monitoreo de Recursos Agrícolas y Ambientales,#s.i.,La Serena,4,4,,,,,
120317,"Máster en diseño industrial y Creación de Producto,Arquitecto,Doctor en Proyectos de innovación Tecnológica","3,1,4","Universidad Politécnica de Cataluña,Universidad Católica del Norte,Universidad Politécnica de Cataluña","es,ch,es","Technical Sciences not elsewhere classified,Architecture,Economics","3,3,2",1,Universidad Católica del Norte,Director Ejecutivo Alterno,Programa de Mejoramiento Institucional en Recursos Hídricos,#s.i.,#s.i.,#N/A,2,,,,,
120318,"Doctor en Ciencias de la Ingeniería: mención Fluido Dinámica,Ingeniero Civil","4,1","Universidad de Chile,Universidad de Concepción","ch,ch","Physics, Astronomy,Civil Engineering","4,3",1,Universidad del Bío Bío,Académico,Facultad de Ingeniería,Departamento de Ingeniería Civil y Ambiental,Concepción,7,8,,,,,
120319,"Máster en Asentamientos Humanos y Medio Ambiente,Licenciada en Ciencias: mención en Biología,Doctora en Geografía","3,1,4","Pontificia Universidad Católica de Chile,Universidad de Chile,Universidad de Leipzig","ch,ch,al","Human Geography, Regional Geography, Regional Planning,Biology,Human Geography, Regional Geography, Regional Planning","2,4,2",1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,,,,,
120320,"Máster en Ciencias en Ecología y manejo de recursos naturales,Máster en Ciencias en Zoología, genética e ingeniería eléctrica,Biólogo,Doctor en Biología","3,3,1,4","University of Bristol,,University of Bristol,Universidad de Saarland","in,in,al","Biology,Biology,Biology,Biology","4,4,4,4",1,Universidad Católica de Temuco,Investigador Titular,Núcleo de Estudios Ambientales,#s.i.,Temuco,13,9,,,,,
120321,Ingeniero Civil Químico,1,,#N/A,Chemical Process Engineering,3,1,Universidad Católica del Norte,Jefe de Carrera,Facultad de Ingeniería y Ciencias Geológicas,Departamento Ingeniería Química,Antofagasta,10,2,,,,,
120322,"Ingeniero Agrónomo,Doctor en Ciencias Agrícolas","1,4","Universidad de Chile,Universidad Austral de Chile","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad Austral de Chile,Profesor Asistente,Facultad de Ciencias Agrarias,Instituto de Ingeniería Agraria y Suelos,Valdivia,17,10,,,,,
120323,Ingeniero Civil,1,Universidad de Chile,ch,Civil Engineering,3,1,Universidad de Chile,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120324,Doctora en Entomología,4,University of California,usa,Biology,4,1,Pontificia Universidad Católica de Chile,Directora de Pregrado,Facultad de Agronomía e Ingeniería Forestal,Departamento de Fruticultura y Enología,Santiago,1,14,,,,,
120325,"Licenciado en Recursos Naturales,Máster en Planificación y Gestión Territorial","1,3",,#N/A,"Agriculture and Forestry, Fishery not elsewhere classified,Human Geography, Regional Geography, Regional Planning","1,2",1,Universidad Católica de Temuco,Investigador,Laboratorio de Planificación Territorial,#s.i.,Temuco,13,9,,,,,
120326,"Abogado,Máster en Derecho Ambiental","1,3","Universidad Diego Portales,Universidad de Chile","ch,ch","Law,Law","2,2",1,Universidad Alberto Hurtado,#s.i.,Facultad de Derecho,#s.i.,Santiago,1,14,,,,,
120327,Doctor en Ciencias Exactas: mención en Química,4,Pontificia Universidad Católica de Chile,ch,Chemistry,4,1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Química,Departamento de Química Inorgánica,Santiago,1,14,,,,,
120328,"Máster en Responsabilidad Extracontractual,Abogado,Doctor en Derecho","3,1,4","Universidad de Roma II,Universidad de Concepción,Universidad de Roma II","ita,ch,ita","Law,Law,Law","2,2,2",1,Universidad de Concepción,Profesor Asociado,Facultad de Ciencias Jurídicas y Sociales,Departamento de Derecho Económico,Concepción,7,8,,,,,
120329,"Máster en Administración Educacional,Asistente Social,Licenciada en Servicio Social,Doctor en Educación","3,1,1,4","Universidad de Playa Ancha,Universidad de Valparaíso,Universidad de Valparaíso,Universidad de Playa Ancha","ch,ch,ch,ch","Educational Sciences,Sociology,Sociology,Educational Sciences","2,2,2,2",1,Universidad Santo Tomás,Directora Escuela de Trabajo Social,Facultad de Ciencias Sociales,Escuela de Trabajo Social,Viña del Mar,22,14,,,,,
120330,Ingeniero Civil en Geografía,1,Universidad de Santiago de Chile,ch,"Human Geography, Regional Geography, Regional Planning",2,1,Universidad de Santiago de Chile,Académico,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120331,Ingeniero Constructor,1,,#N/A,Civil Engineering,3,1,Universidad de Santiago de Chile,Académico,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120332,"Máster en Asentamientos Humanos y Medio Ambiente,Ingeniero en Geomesura,Doctor en Geografía S.I.G y Teledetección","3,1,4","Pontificia Universidad Católica de Chile,Universidad de Santiago de Chile,Universidad de Alcalá de Henares","ch,ch,ch","Human Geography, Regional Geography, Regional Planning,Geodesy, Surveying,Human Geography, Regional Geography, Regional Planning","2,3,2",1,Universidad de Santiago de Chile,Profesor,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120333,"Máster en Hidrología Aplicada,Ingeniero Civil Químico,Doctor en Hidrología en Ingeniería Ambiental","3,1,4","Universidad de Concepción,Universidad Politécnica de Madrid","ch,es","Hydrology,Chemical Process Engineering,Hydrology","4,3,4",1,Universidad de Santiago de Chile,Profesor Titular,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120334,"Máster en Ciencias: mención Química,Profesor en Ciencias Naturales y Química,Doctor en Ciencias: mención Química","3,1,4","Universidad de Concepción,Universidad Católica de la Santísima Concepción,Universidad de Concepción","ch,ch,ch","Chemistry,Chemistry,Chemistry","4,4,4",1,Universidad de Concepción,Investigador,Instituto de Geología Económica Aplicada,Grupo de Recursos No Metálicos y Síntesis de Zeolitas,Concepción,7,8,,,,,
120335,Abogado,1,Universidad de Chile,ch,Law,2,1,Universidad de Chile,Profesor Titular,Facultad de Derecho,#s.i.,Santiago,1,14,,,,,
120336,"Máster en Ciencias: mención Ingeniería Mecánica,Bachiller en Ingeniería Mecánica,Doctor en Ingeniería Mecánica","3,1,4","Universidad de Chile,Universidad de Chile,University of Leuven","ch,ch,bel","Mechanical Engineering,Mechanical Engineering,Mechanical Engineering","3,3,3",1,Universidad de Chile,Profesor Asistente,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Mecánica,Santiago,1,14,,,,,
120337,"Postítulo en Geomática,Geógrafo,Máster en Geografía y Ordenamiento Territorial: mención Teledetección, Análisis Espacial y Medio Ambiente","5,1,3","Universidad de Santiago de Chile,Pontificia Universidad Católica de Valparaíso,Universidad de Rennes II Alta Bretaña","ch,ch,fr","Geodesy, Surveying,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","3,2,2",1,Pontificia Universidad Católica de Valparaíso,"Investigador, Docente",Facultad de Ciencias del Mar y Geografía,Instituto de Geografía,Valparaíso,6,5,,,,,
120338,"Máster en Ciencias de la Ingeniería: mención Metalurgia Extractiva,Ingeniero Civil Químico,Doctor en Minería e Ingeniería de Materiales","3,1,4","Universidad de Chile,Universidad de Chile,McGill University","ch,ch,ca","Metallurgy,Chemical Process Engineering,Mathematics","3,3,4",1,Universidad de Chile,Profesor Asistente,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Química y Biotecnología,Santiago,1,14,,,,,
120339,Ingeniero Civil Ambiental,1,Universidad Arturo Prat,ch,Environmental Engineering,3,1,Universidad Arturo Prat,Profesional,Centro de Investigación y Desarrollo en Recursos Hídricos,#s.i.,Iquique,12,1,,,,,
120340,"Biólogo,Máster en Ciencias Biológicas","1,3",Universidad de Chile,ch,"Biology,Biology","4,4",1,Universidad de Chile,Coordinador,Fundación Senda Darwin,Área Investigación,Santiago,1,14,,,,,
120341,"Geólogo,Doctor en Ciencias de la Tierra: mención Geología","1,4","Universidad de Hamburgo,Universidad de Münster","al,al","Geology, Mineralogy,Geology, Mineralogy","4,4",1,Universidad de Atacama,Director,Facultad de Ingeniería,Departamento de Geología,Copiapó,18,3,,,,,
120342,"Ingeniero Agrónomo,Doctor en Ciencias Agronómicas","1,4",Universidad Católica de Temuco,ch,"Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad Católica de Temuco,Director,Facultad de Recursos Naturales,Escuela de Agronomía,Temuco,13,9,,,,,
120343,"Ingeniero Civil Industrial,Máster en Innovación, Tecnología y Emprendimiento","1,3","Universidad de Playa Ancha,Universidad Técnica Federico Santa María","ch,ch","--,Economics","3,2",1,Universidad Católica del Norte,Gerente,Programa Mejoramiento Institucional en Recursos Hídricos,#s.i.,Antofagasta,10,2,,,,,
120344,"Ingeniero Agrónomo: mención Manejo de Suelo y Agua,Máster en Ciencias","1,3",,#N/A,"Cultivation of Land, Horticulture,--","1,4",1,Universidad de Chile,Investigadora,Facultad de Ciencias Agronómicas,Grupo de estudios del agua,Puente Alto,21,14,,,,,
120345,"Ingeniero Civil,Máster en Ciencias de la Ingeniería: mención Recursos y Medio Ambiente Hídrico","1,3","Universidad Técnica Federico Santa María,Universidad de Chile","ch,ch","Civil Engineering,Hydrology","3,4",1,Universidad de Valparaíso,Académico,Facultad de Ingeniería,Escuela de Ingeniería Civil Oceánica,Valparaíso,6,5,,,,,
120346,"Ingeniero Forestal,Doctor en Ciencias Forestales","1,4","Universidad de Chile,Universidad Austral de Chile","ch,ch","Forestry and Wood Industry,Forestry and Wood Industry","1,1",1,Universidad de Talca,Investigador Asociado,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,,,,,
6504439865,"Ingeniero Forestal,Doctor en Hidráulica Ambiental","1,4","Universidad de Talca,Universidad de Córdoba","ch,ar","Forestry and Wood Industry,Civil Engineering","1,3",3,Ministerio de Agricultura,Coordinador de Proyectos,Centro de Información Recursos Naturales,#s.i.,Santiago,1,14,1,1,0,0.07,1
6504441426,"Máster en Física,Profesor en Ciencias Naturales y Física,Doctor en Ciencias Ambientales","3,1,4","Universidad Austral de Chile,Pontificia Universidad Católica de Chile,Universidad de Concepción","ch,ch,ch","Physics, Astronomy,Physics, Astronomy,Environmental Engineering","4,4,3",1,Universidad de La Frontera,Profesor Asociado Nivel A,Facultad de Ingeniería y Ciencias,Departamento de Ciencias Físicas,Temuco,13,9,1,1,0,1.47,4
6506337825,Ingeniero Civil: mención Hidráulica,1,Universidad de Chile,ch,Civil Engineering,3,1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,7,4,40,13.48,4
6506610202,"Máster en Ciencias Forestales,Biólogo,Doctor en Ciencias Biológicas","3,1,4","Universidad de Concepción,Universidad de Concepción,Universidad de Concepción","ch,ch,ch","Forestry and Wood Industry,Biology,Biology","1,4,4",1,Centro de Estudios Avanzados en Zonas Áridas,Investigador Asociado,Laboratorio de Ecología Terrestre,#s.i.,La Serena,4,4,2,2,4,0.58,1
6507079284,"Ingeniero Civil,Doctor en Ingeniería","1,4","Universidad Técnica Federico Santa María,University of Nebraska","ch,usa","Civil Engineering,--","3,3",1,Universidad de Concepción,Decano,Facultad de Ingeniería Agrícola,#s.i.,Chillán,3,8,30,21,67,19.59,1
6507637468,"Biólogo Marino,Doctor en Ciencias Ambientales","1,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Biology,Environmental Engineering","4,3",1,Universidad Católica de Temuco,Investigador,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,3,3,5,1.81,4
