ID_investigadores,grado_rec,categoria,institucion_estudio,pais_rec,ofos4,ofos1_rec,ambito_trabajo,institución_trabaja,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
6601975681,"Postdoctorado en Ecología Urbana,Licenciada en Ciencias Biológicas,Doctora en Ecología","5,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile","ch,ch","Biology,Biology,Biology","4,4,4",1,Universidad Austral de Chile,Académico,Facultad de Ciencias,Instituto de Ciencias Ambientales y Evolutivas,Valdivia,17,10,2,2,15,4.77,
6602191993,"Máster en Ciencias,Ingeniero Civil,Bachiller en Ciencias Matemáticas,Doctor en Ingeniería","3,1,1,4","Leland Stanford Junior University,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Leland Stanford Junior University","usa,ch,ch,usa","--,Civil Engineering,Mathematics,--","4,3,4,3",1,Pontificia Universidad Católica de Chile,"Profesor, Investigador",Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental,Santiago,1,14,1,1,15,3.33,3
6602208679,"Ingeniero en Alimentos,Doctor en Ciencias de la Ingeniería: mención Química","1,4","Universidad del Bío Bío,Universidad de Concepción","ch,ch","Food Technology,Chemical Process Engineering","3,3",1,Universidad del Bío Bío,Director,"Dirección General de Investigación, Desarrollo e Innovación",#s.i.,Concepción,7,8,1,1,14,0,4
6602258415,"Biólogo,Doctor en Ciencias: mención Zoología, Conservación de Biodiversidad y Recursos Acuáticos Continentales","1,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Biology,Biology","4,4",1,Universidad de Concepción,Director,Vicerrectoría de Investigación y Desarrollo,#s.i.,Concepción,7,8,3,3,4,2.45,4
6602596557,"Máster en Biología,Doctor en Ciencias Naturales","3,4",University of Konstanz,al,"Biology,--","4,4",1,Universidad Austral de Chile,Profesor Titular,Facultad de Ciencias,Instituto de Ciencias Marinas y Limnológicas,Valdivia,17,10,4,4,9,4.25,4
6603107360,"Máster en Ecología,Médico Veterinario,Doctor en Ciencias Ambientales","3,1,4","Universidad Austral de Chile,Universidad Austral de Chile,Universidad de Concepción","ch,ch,ch","Biology,Veterinary Medicine,Environmental Engineering","4,1,3",1,Universidad Católica de Temuco,Profesor,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,6,6,2,3.41,4
6603145197,"Máster en Ciencias: mención en Manejo de Recursos,Ingeniero Civil,Doctor en Ciencias Forestales","3,1,4","The University of Edinburgh,Universidad de Chile,Universidad de Göttingen","esc,ch,al","Agriculture and Forestry, Fishery not elsewhere classified,Civil Engineering,Forestry and Wood Industry","1,3,1",1,Universidad Austral de Chile,Profesor Titular,Facultad de Ciencias Forestales y Recursos Naturales,#s.i.,Valdivia,17,10,15,13,140,22.97,3
6603171626,"Ingeniero Agrónomo ,Doctor en Ingeniería Agrícola","1,4","Universidad de Chile,University of Arizona","ch,usa","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Chile,Profesor Asistente,Facultad de Ciencias Agronómicas,Departamento de Ingeniería y Suelos,Santiago,1,14,1,1,6,0.55,1
6603288395,"Máster en Ingeniería en Riego,Ingeniero Agrónomo: mención Enología,Doctor en Modelamiento bio-matemático","3,1,4","Oregon State University,Pontificia Universidad Católica de Chile,Oregon State University","usa,ch,usa","Cultivation of Land, Horticultura,Cultivation of Land, Horticulture,Mathematics","1,1,4",1,Universidad de Talca,Director,Centro de Investigación de Agroclimatología y Riego,#s.i.,Talca,5,7,10,5,152,11.48,1
6603357163,"Ingeniero Agrónomo ,Doctor en Ciencias Atmosféricas","1,4","Pontificia Universidad Católica de Chile,Cornell University","ch,usa","Cultivation of Land, Horticulture,Meteorology, Climatology","1,4",1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,20,16,116,33.09,4
6603371198,"Máster en Ciencias en Geofísica: mención Glaciología,Ingeniero Hidráulico,Doctor en Glaciología","3,1,4","Universidad de Hokkaido,Universidad de Chile,Ohio State University","ja,ch,usa","Physics, Astronomy,Civil Engineering,Interdisciplinary Geosciences not elsewhere classified","4,3,4",1,Universidad de Magallanes,"Profesor, Investigador",Dirección de Programas Antárticos y Subantárticos,Magister en Ciencias Antárticas: mención glaciología,Punta Arenas,19,13,15,11,464,31.86,4
6603578229,"Máster en Ciencias Forestales,Ingeniero Forestal,Doctor","3,1,4","Universidad Austral de Chile,Universidad Austral de Chile,University of Cambridge","ch,ch,uk","Forestry and Wood Industry,Forestry and Wood Industry,--",#N/A,1,Universidad de Concepción,Director Departamento Manejo de Bosques y Medio Ambiente,Facultad de Ciencias Forestales,Departamento de Ciencias Forestales,Concepción,7,8,1,0,5,3.51,
6603754497,"Bioquímica,Doctor en Ciencias Biológicas","1,4","Universidad de Chile,Universidad de Concepción","ch,ch","Chemistry,Biology","4,4",1,Universidad de Concepción,Profesora Emérito,Centro de Ciencias Ambientales EULA-Chile,Facultad de Ciencias Biológicas,Concepción,7,8,3,2,9,4.71,3
6603850393,"Ingeniero Civil Electricista,Doctor en Meteorología","1,4","Universidad de Chile,University of Wisconsin, Madison","ch,usa","Electrical Engineering, Electronics, Information Engineering,Meteorology, Climatology","3,4",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Santiago,1,14,3,2,46,3.86,4
6701322011,"Máster en Manejo de Aguas,Ingeniero Agrónomo,Doctor en Ingeniería","3,1,4","University of California,Universidad de Concepción,University of California","usa,ch,usa","Environmental Engineering,Cultivation of Land, Horticulture,--","3,1,3",1,Universidad de Concepción,Profesor Emérito,Facultad de Ingeniería Agrícola,Departamento de Recursos Hídricos,Concepción,7,8,6,5,13,4.99,1
6701371309,"Ingeniero Químico,Doctor en Ingeniería Química","1,4","Universidad de La Habana,Escuela Técnica de Praga","cu,rc","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad de Santiago de Chile,#s.i.,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,3,0,4,5.54,
6701404949,"Máster en Geofísica,Ingeniero Civil,Doctor en Ciencias Atmosféricas","3,1,4","Universidad de Chile,Universidad de Chile,University of Washington","ch,ch,usa","Physics, Astronomy,Civil Engineering,Meteorology, Climatology","4,3,4",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Santiago,1,14,6,5,98,13.94,4
6701640410,"Máster en Ciencias: mención en Ingeniería Ambiental y Recursos Naturales,Diplomado en Docencia Universitaria,Ingeniero Civil,Doctor en Bioingeniería","3,2,1,4","State University of New York,Universidad Diego Portales,Universidad Mayor de San Andrés,Mississippi State University","usa,ch,bol,usa","Environmental Engineering,Educational Sciences,Civil Engineering,Environmental biotechnology","3,2,3,3",1,Universidad Diego Portales,Académico,Facultad de Ingeniería,Escuela de Ingeniería en Obras Civiles,Santiago,1,14,10,2,10,5.11,3
6701733189,"Bachiller en Ciencias,Licenciado en Ciencias,Doctor en Ciencias Ambientales","1,1,4","Universidad Austral de Chile,Universidad Austral de Chile,Universidad de Concepción","ch,ch,ch","--,--,Environmental Engineering","4,4,3",1,Universidad Austral de Chile,Profesor Titular,Facultad de Ciencias Forestales y Recursos Naturales,"Instituto de Conservación, Biodiversidad y Territorio",Valdivia,17,10,5,3,25,7.46,
6701747302,"Máster en Oceanografía,Doctor en Oceanografía","3,4","University of Southampton,University of Southampton","in,in","Hydrology,Hydrology","4,4",1,Centro de Investigación en Ecosistemas de la Patagonia,Director Ejecutivo,#s.i.,#s.i.,Coyhaique,14,12,2,0,32,3.27,
6701836809,"Licenciado en Geología,Doctor en Ciencias Geológicas","1,4","Universidad de Granada,Universidad de Granada","es,es","Geology, Mineralogy,Geology, Mineralogy","4,4",1,Universidad de Chile,"Profesor, Investigador",Facultad de Ciencias Físicas y Matemáticas,Departamento de Geología,Santiago,1,14,1,0,3,0.08,
7003352967,"Máster en Ingeniería Agrícola: mención Riego y Drenaje,Ingeniero Agrónomo,Doctor en Ciencias de la Ingeniería","3,1,4","Universidad de Concepción,Universidad de Concepción,Washington State University","ch,ch,usa","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,--","1,1,3",1,Universidad de Concepción,Profesor Asociado,Facultad de Ingeniería Agrícola,Departamento de Recursos Hídricos,Concepción,7,8,3,2,2,3.68,4
7003372165,"Diplomado en Estudios Avanzados en Geofísica: mención Física de la Atmósfera,Ingeniero Civil Electricista,Doctor en Meteorología","2,1,4","Universidad Paris Dauphine - Paris IX,Universidad de Chile,University of Wisconsin, Madison","fr,ch,usa","Physics, Astronomy,Electrical Engineering, Electronics, Information Engineering,Meteorology, Climatology","4,3,4",1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Santiago,1,14,2,0,38,4.9,
7003538302,Doctor en Ciencias Exactas,4,Pontificia Universidad Católica de Chile,ch,Mathematics,4,1,Universidad de La Serena,Profesor Titular,Facultad de Ingeniería,#s.i.,La Serena,4,4,10,10,45,19.36,4
7003677477,"Bioquímico,Doctor en Ciencias Ambientales","1,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Chemistry,Environmental Engineering","4,3",1,Universidad de Concepción,Investigador,Centro de Ciencias Ambientales EULA-Chile,Unidad de Sistemas Acuáticos,Concepción,7,8,8,7,30,12.34,4
7003737536,"Máster en Ciencias de la Ingeniería: mención Ingeniería Química,Ingeniero Civil Químico,Doctor en Ingeniería Química","3,1,4","Universidad de Concepción,Universidad de Concepción,University of Minnesota","ch,ch,usa","Chemical Process Engineering,Chemical Process Engineering,Chemical Process Engineering","3,3,3",1,Universidad de Concepción,Profesor Titular,Facultad de Ingeniería Química,Departamento de Ingeniería Química,Concepción,7,8,2,1,18,0,4
7003994342,"Licenciado en Ciencias del Mar,Ingeniero en Acuicultura,Doctor en Ciencias: mención Sistemática y Ecología","1,1,4","Universidad de Antofagasta,Universidad de Antofagasta,Universidad Austral de Chile","ch,ch,ch","Hydrology
 ,Agriculture and Forestry, Fishery not elsewhere classified,Biology","4,1,4",1,Universidad Católica de Temuco,Profesor,Facultad de Recursos Naturales,Escuela de Ciencias Ambientales,Temuco,13,9,27,26,45,14.21,4
7004587005,"Máster en Ciencias de la Ingeniería Civil,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","University of Minnesota,Universidad de Chile,University of Minnesota","usa,ch,usa","Civil Engineering,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Chile,Profesor Asociado,Facultad de Ciencias Fisicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,6,3,24,8.61,4
7004638881,"Máster en Ciencias de la Ingeniería,Ingeniero Civil,Doctor en Ingeniería Ambiental","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,University of Wisconsin, Madison","ch,ch,usa","--,Civil Engineering,Environmental Engineering","3,3,3",1,Pontificia Universidad Católica de Chile,"Profesor, Investigador",Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental,Santiago,1,14,11,9,39,28.49,3
7004890330,"Ingeniero Civil Químico,Doctor en Ingeniería Química","1,4","Universidad de Concepción,University of London","ch,uk","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad de Concepción,Docente,Facultad de Ingeniería,Departamento de Ingeniería Química,Concepción,7,8,5,2,50,5.35,3
7005419979,"Licenciado en Química,Doctor en Ciencias: mención Química","1,4",Universidad de Concepción,ch,"Chemistry,Chemistry","4,4",1,Universidad de Talca,Director,Instituto de Química de Recursos Naturales,#s.i.,Talca,5,7,5,5,16,4.24,4
7005677213,"Geógrafo ,Doctor en Glaciología","1,4",,#N/A,"Human Geography, Regional Geography, Regional Planning,Interdisciplinary Geosciences not elsewhere classified","2,4",1,Centro de Estudios Científicos,Investigador Asociado,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,1,1,2,4.2,
7005735928,"Biólogo,Doctor en Recursos Naturales","1,4","Universidad de Concepción,Universidad Libre de Berlín","ch,al","Biology,Agriculture and Forestry, Fishery not elsewhere classified","4,1",1,Universidad de Concepción,Investigador,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,7,5,49,7.05,4
7005818340,"Profesor de Biología y Química,Doctor en Recursos Naturales","1,4","Universidad Austral de Chile,Justus Liebig University","ch,al","Biology,Agriculture and Forestry, Fishery not elsewhere classified","4,1",1,Universidad Austral de Chile,Académico,Facultad de Ciencias,Instituto de Ciencias Ambientales y Evolutivas,Valdivia,17,10,2,1,19,3.42,
7005998792,"Ingeniero Pesquero y Acuícola,Máster en Oceanografía","1,3",,#N/A,"Agriculture and Forestry, Fishery,Hydrology","1,4",1,Centro de Investigación en Ecosistemas de la Patagonia,Investigador residente,#s.i.,#s.i.,Coyhaique,14,12,1,0,3,3.27,
7006634082,"Ingeniero Forestal,Doctor en Geografía","1,4","Universidad de Chile,University of Colorado","ch,usa","Forestry and Wood Industry,Human Geography, Regional Geography, Regional Planning","1,2",1,Universidad Austral de Chile,Profesor Titular,Facultad de Ciencias Forestales y Recursos Naturales,#s.i.,Valdivia,17,10,7,6,52,15.29,3
7006719075,"Profesor en Química,Doctor en Ciencias: mención en Química","1,4","Universidad de Chile,University of Geneva","ch,su","Chemistry,Chemistry","4,4",1,Universidad de Santiago de Chile,Profesor Asociado,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,4,4,33,12.3,3
7101747340,"Ingeniero Civil,Máster en Ingeniería Ambiental","1,3","Universidad de Chile,New York University","ch,usa","Civil Engineering,Environmental Engineering","3,3",1,Universidad de Chile,Profesor Adjunto,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,1,0,0,0,
7102094324,"Geólogo,Doctor en Hidrogeología","1,4","Universidad Católica del Norte,Universidad Politécnica de Cataluña","ch,es","Geology, Mineralogy,Hydrology","4,4",1,Universidad Católica del Norte,Investigador,Centro de Investigación Tecnológica del Agua en el Desierto,#s.i.,Antofagasta,10,2,3,3,29,8.32,4
7102103268,"Bioquímico,Doctor en Ciencias: mención en Química","1,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Chemistry,Chemistry","4,4",1,Universidad de Concepción,Vicerrector,Vicerectoria de Investigación y Desarrollo,#s.i.,Concepción,7,8,26,23,171,71.79,4
7102297218,Máster en Ciencias,3,University of Stellenbosch,sud,--,4,1,Universidad de Chile,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geología,Santiago,1,14,1,0,8,1.74,
7102503885,"Ingeniero Civil Industrial: mención Agroindustria,Doctor en Ciencias Ambientales: mención Química","1,4","Universidad de la Frontera,Universidad Santiago de Compostela","ch,es","--,Chemistry","3,4",1,Universidad de Concepción,Profesor Titular,Centro de Ciencias Ambientales EULA-Chile,Grupo de Ingeniería y Biotecnología Ambiental,Concepción,7,8,21,19,85,25.83,3
7102630622,"Licenciado en Biología,Doctor en Biología","1,4","Universidad de Concepción,University of New Mexico","ch,usa","Biology,Biology","4,4",1,Pontificia Universidad Católica de Chile,Profesor Titular,Facultad de Ciencias Biológicas,Departamento de Ecología,Santiago,1,14,1,1,15,4.53,
7102638371,"Biólogo,Doctor en Ciencias Forestales","1,4","Universidad Católica de Valparaíso,Universidad Austral de Chile","ch,ch","Biology,Forestry and Wood Industry","4,1",1,Universidad Austral de Chile,Académico,Facultad de Ciencias Forestales y Recursos Naturales,#s.i.,Valdivia,17,10,7,6,90,17.26,4
7102678786,Ingeniero de Ejecución Electrónica,1,Universidad católica del Norte,ch,"Electrical Engineering, Electronics, Information Engineering",3,1,Universidad de Antofagasta,Profesor Asistente,Facultad de Ingeniería,#s.i.,Antofagasta,10,2,1,1,2,2.43,
7102842636,"Licenciado en Ciencias: mención Física,Doctor en Física Atmosférica","1,4","Universidad de Chile,University of Oxford","ch,uk","Physics, Astronomy,Physics, Astronomy","4,4",1,Universidad de Chile,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Santiago,1,14,6,6,103,23.81,4
